VPS 3.5 - List (VPX tables Only) -- Last updated: 09-02-2020	You can download this sheet for Personal Usage and use the Checkboxes to see which table(s) you do (or don't) have and leave Comments or Notes for yourself.								
Table Name (Manufacturer Year)	Feature(s) Description(s), comment(s) or extra information	Type 	VP Version	Table Author(s)	Table Version	Table Date	Needed ROM Name	Checkbox 	Comments or Notes 
Ready...Aim...Fire! (Gottlieb 1983)		SS	VPX	BlackPredator72, Tab, Eala Dubh, Sidhe, Gaston, Destruk	1.1	03-04-2019	raimfire	FALSE	
Red & Ted's Road Show (Williams 1994)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Knorr, ClarkKent, Arngrim, Mjr, Kiwi, Gigagula	1.1 FSS Rev. R2.51	03-12-2018	rs_l6	FALSE	
Red & Ted's Road Show (Williams 1994)		SS	VPX	Knorr, ClarkKent, Fuzzel, Toxie, Zany, Dark, Mjr, Arngrum, Kiwi, Gigagula	1.1	13-10-2016	rs_l6	FALSE	
Red & Ted's Road Show - VR Room (Williams 1994)	VR Version, VPVR, VR Room	SS	VPX	Senseless, Knorr, Clark Kent	1.3.1	09-01-2020	rs_l6	FALSE	
Red Sonja (Original 2019)	Retheme of JPSalas's Nitro Ground Shaker (Bally 1980)	SS	VPX	Ivantba, JPSalas	1.0	10-12-2019	ngndshkr	FALSE	
Rescue 911 (Gottlieb 1994)		SS	VPX	Dozer, DjRobX, Bord, Zany, ICP Juggla, Ninuzzu	1.3	31-01-2018	rescu911	FALSE	
Resident Evil VII (Original 2019)	Retheme of JPSalas's Fire Action De Luxe (Taito do Brasil 1983)	SS	VPX	Ivantba, JPSalas	1.0	04-10-2019	fireactd	FALSE	
Retro Zombie Adventure Land (Original 2016)		SS	VPX	TheGhost787, Ben Heck, Zidware John	1.0	09-11-2016		FALSE	
Rey de Diamantes (Petaco 1967)		EM	VPX	Loserman76, GNance	1.0	07-04-2019		FALSE	
Rick and Morty (Original 2019)	Reskin of Fast Draw (Gottlieb 1975)	EM	VPX	Dunriwikan45	1.0	09-09-2019		FALSE	
Rider's Surf (Jocmatic 1986)		SS	VPX	Mfuegemann, Akiles50000, Dark, Gtxjoe, Mustang1961	1.1	03-08-2019	ridersrf	FALSE	
Ripley's Believe It or Not! (Stern 2004)		SS	VPX	JPSalas. Francisco666, Fuzzel, Leo	2.0.1	04-01-2020	ripleys	FALSE	
Ripley's Believe It or Not! (Stern 2004)	Detail MOD	SS	VPX	JPSalas, HauntFreaks	1.0.3	19-05-2018	ripleys	FALSE	
Ro Go (Bally 1974)		EM	VPX	HSM	1.0	17-03-2018		FALSE	
Road Kings (Williams 1986)		SS	VPX	Sliderpoint	1.1	30-04-2016	rdkng_l4	FALSE	
Road Race (Gottlieb 1969)		EM	VPX	Loserman76, Dazz, Freneticamnesic, Grizz, GNance, Zany, Arngrim, JPSalas, Pinuck, HauntFreaks, BorgDog	1.0b	22-12-2017		FALSE	
Road Runner (Atari 1979)		SS	VPX	Kalavera3	2.0	04-10-2018	roadrunr	FALSE	
Road Runner (Atari 1979)	Sound MOD	SS	VPX	Xenonph, Kalavera, Tab, Arngrim, Flupper, Thalamus, Allknowing2012, GtxJoe, DjRobX, Stat, nFozzy, Slydog43	1.1	12-01-2018	roadrunr	FALSE	
Rob Zombie's Spookshow International (Standard Edition) (Spooky Pinball 2016)		SS	VPX	TheGhost787	1.0	20-11-2016		FALSE	
Robo-War (Gottlieb 1988)		SS	VPX	Balater	1.0.0	26-10-2019		FALSE	
Robo-War (Gottlieb 1988)		SS	VPX	Dozer	1.0	19-01-2017		FALSE	
Robocop (Data East 1989)		SS	VPX	ICPjuggla, Talantyyr, Dozer & Dark	1.4	26-05-2016	robo_a34	FALSE	
Robocop 3 (Original 2018)		SS	VPX	Ivantba, Hsm	1.0	24-11-2018		FALSE	
Robot (Zaccaria 1985)		SS	VPX	32assassin	1.1	16-06-2016	robot	FALSE	
Rock (Gottlieb 1985)		SS	VPX	JPSalas, Darquayle	1.0.0	12-11-2017	rock	FALSE	
Rock Star (Gottlieb 1978)		EM	VPX	Loserman76, GNance, HauntFreaks, BorgDog, JPSalas, Pinuck, Arngrim	1.0	10-03-2018		FALSE	
Rocket III (Bally 1967)		EM	VPX	Loserman76, HauntFreaks, GNance, Arngrim, JPSalas, Pinuck, BorgDog, Popotte	1.0b	25-12-2017		FALSE	
RockMakers (Bally 1968)		EM	VPX	Wimkuijp, Jan Izaks	2.2	12-06-2018		FALSE	
Rocky (Gottlieb 1982)		SS	VPX	Tom, Randr, UncleWilly, Bord, Wildman	1.2	08-07-2019	rocky	FALSE	
Roller Coaster (Gottlieb 1971)		EM	VPX	HauntFreaks, BorgDog	2.0	27-06-2018		FALSE	
Roller Coaster (Gottlieb 1971)		EM	VPX	Loserman76, HauntFreaks, GNance, JPSalas, Pinuck, BorgDog, Arngrim	1.0	25-12-2017		FALSE	
Roller Derby (Bally 1960)		EM	VPX	Hsm	2.0	26-01-2019		FALSE	
Roller Disco (Gottlieb 1980)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum. BorgDog, HauntFreaks	1.0 FSS Rev. R2.5	15-11-2018	roldisco	FALSE	
Roller Disco (Gottlieb 1980)		SS	VPX	BorgDog, HauntFreaks, Senseless	1.02	28-05-2018	roldisco	FALSE	
RollerCoaster Tycoon (Stern 2002)		SS	VPX	JPSalas, ClarkKent, Arngrim, Outhere, 32assassin	1.0.3	14-11-2018	rctycn	FALSE	
Rollergames (Williams 1990)		SS	VPX	Javier15	1.0.1a	02-01-2017	rollr_l2	FALSE	
Rollergames (Williams 1990)	Drop Target MOD	SS	VPX	DarthMarino, Javier15	1.2	02-03-2018	rollr_l2	FALSE	
Rolling Stones (Bally 1980)		SS	VPX	JPSalas	1.0.2	28-08-2017	rollstob	FALSE	
Roman Victory (Taito do Brasil 1977)		SS	VPX	JPSalas, Editoy, Akiles50000, Stat, Carlos Guizzo	2.0.0	13-12-2019		FALSE	
Royal Flush (Gottlieb 1976)		EM	VPX	BorgDog	1.0	16-02-2017		FALSE	
Royal Flush Deluxe (Gottlieb 1983)		SS	VPX	Balater, BorgDog, Mike da Spike	1.03	31-01-2020	rflshdlx	FALSE	
Royal Guard (Gottlieb 1968)		EM	VPX	Loserman76, HauntFreaks, BorgDog, GNance, JPSalas, Pinuck, Arngrim	1.0a	25-04-2018		FALSE	
Royal Pair (Gottlieb 1974)		EM	VPX	Loserman76, GNance	1.0a	02-06-2019		FALSE	
Safe Cracker (Bally 1996)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Flupper1, Fuzzel, Rothbauerw, HauntFreaks, Destruk, JPSalas, UncleWilly	1.0.1 FSS Rev. R2.5	16-11-2018	sc_18	FALSE	
Safe Cracker (Bally 1996)		SS	VPX	Fuzzel, Flupper1, Rothbauerw, Acronovum, HauntFreaks, ICPJuggla, OldskoolGamer, Herweh, Destruk, JPSalas, UncleWilly	1.0	23-05-2018	sc_18	FALSE	
Satin Doll (Williams 1975)		EM	VPX	Loserman76, Tom, Chinzman93, Wildman, Griz	1.0	13-11-2019		FALSE	
Scared Stiff (Bally 1996)		SS	VPX	nFozzy, Shoopity, Dozer316, JPSalas, HauntFreaks, ICPJuggla, Arngrim, Flupper1, LoaderWeapon, Knorr	1.43	05-06-2018	ss_15	FALSE	
Scared Stiff (Bally 1996)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Shoopity, Dozer316, JPSalas, nFozzy, HauntFreaks, ICPJugglah, Arngrim, Flupper1, LoadedWeapon, Knorr	1.24 FSS Rev. R2.6	16-02-2019	ss_15	FALSE	
Scorpion (Williams 1980)		SS	VPX	Allknowing2012, Drybonz, John90803, Thalamus, HauntFreaks, Wolis	2.1b	30-11-2017	scrpn_l1	FALSE	
Scorpion (Williams 1980)		SS	VPX	Allknowing2012, Daryl Erwin	2.1		scrpn_l1	FALSE	
Scuba (Gottlieb 1970)		EM	VPX	Loserman76, GNance, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	1.0a	25-12-2017		FALSE	
Sea Ray (Bally 1971)		EM	VPX	Scottacus, Bord, Kds70	1.0.38	04-05-2018		FALSE	
Seawitch (Stern 1980)		SS	VPX	UncleWilly, HauntFreaks, 32assassin	2.0	04-06-2018	seawitch	FALSE	
Secret Service (Data East 1988)		SS	VPX	DCrosby, 32assassin, Roccodimarco, Robo43	1.3	03-11-2019	ssvc_a26	FALSE	
Serious Sam II (Original 2019)		SS	VPX	JPSalas	1.0.2	04-01-2020		FALSE	
Serious Sam Pinball (Original 2017)		SS	VPX	JPSalas, ClarkKent, Thalamus, Arngrim	2.0.1	04-01-2020		FALSE	
Sexy Girl (Arkon 1980)		SS	VPX	Lizard, Destruk, Mickey, ICPJuggla, GtxJoe, Arngrim, Steely, Pinball Ken, Koadic, JimmyFingers, Rascal, CyberPez, Seraph74, HauntFreaks, JP	1.0	04-07-2016	playboy	FALSE	
Shark (Taito do Brasil 1982)		SS	VPX	JPSalas, Tio Italo, Carlos Guizzo, Pmax65	1.1.0	12-03-2019	sharkt	FALSE	
Sharp Shooter II (Game Plan 1983)		SS	VPX	Kalavera3, Kiwi, Dboyrecords, Destruk, Tab, Eala Dubh Sidhe, Aussie34, Stat, Wildman, Inkochnito, JPSalas, Assassins32, Ninuzzu, DjRobX, Rothbauerw, Flupper, HauntFreaks, Kds70, Thalamus	1.2.2	28-09-2018	sshootr2	FALSE	
Sharpshooter (Game Plan 1979)		SS	VPX	HSM, Bodydump, Thingamajiik, Darquayle, Htamas	1.0	20-01-2018	sshooter	FALSE	
Sharpshooter (Bally 1961)	Arcade - Shooting Gallery	EM	VPX	Rascal	1.0	21-10-2019		FALSE	
Sheriff (Gottlieb 1971)		EM	VPX	Loserman76, GNance, Popotte, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	1.0a	25-12-2017		FALSE	
Ship Ahoy (Gottlieb 1976)		EM	VPX	Loserman76, GNance, Allknowing2012	1.0	20-01-2019		FALSE	
Shock (Taito do Brasil 1979)		SS	VPX	JPSalas, Carlos Guizzo, Tio Italo, Pmax65	2.0.0	13-12-2019	shock	FALSE	
Shovel Knight (Original 2017)		SS	VPX	Wizball	0.9.4	01-09-2018		FALSE	
Shrek (Stern 2008)		SS	VPX	Ninuzzu, Tom Tower, Groni, Comicalman, Arngrum, Freneticamnesic, DJRobX, Glxb	1.0	04-05-2019	shr_141	FALSE	
Shuffle Inn (Williams 1989)	Arcade - Bowler	SS	VPX	Rascal	1.0	20-09-2019	shfin_l1	FALSE	
Silent Night Deadly Night (Original 2016)		SS	VPX	TheGhost787	1.0	11-12-2016		FALSE	
Silver Line (Billport 1970)		EM	VPX	JPSalas, Paturlas	1.0.1	01-02-2019		FALSE	
Silver Slugger (Gottlieb 1990)		SS	VPX	BorgDog, Bodydump, DCrosby, Schreibi34, Bord	0.95	10-06-2019	silvslug	FALSE	
Silverball Mania (Bally 1980)		SS	VPX	32assassin, Ezepo, Destruk, Uncle Reamus	2.0	10-02-2016	slbmania	FALSE	
Silverball Mania (Bally 1980)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, 32assassin, Ezepo, Destruk, Uncle Reamus	2.0 FSS Rev. R2.5	06-02-2019	slbmania	FALSE	
Sinbad (Gottlieb 1978)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Kruge99, Pinuck	1.0.0 FSS Rev. R2.5	16-11-2018	sinbad	FALSE	
Sinbad (Gottlieb 1978)		SS	VPX	Kruge99	1.0.0	17-04-2016	sinbad	FALSE	
Sing Along (Gottlieb 1967)		EM	VPX	Loserman76, GNance, Arngrim, JPSalas, Pinuck, HauntFreaks, BorgDog	1.0a	25-12-2017		FALSE	
Skate And Destroy (Original 2019)	MOD of JPSalas's Radical! (Bally 1990)	SS	VPX	Kenji, JPSalas	1.0	29-12-2019		FALSE	
Skateball (Bally 1980)		SS	VPX	JPSalas	1.0.3	06-11-2017	skatebll	FALSE	
Skateball (Bally 1980)	Detail MOD	SS	VPX	JPSalas, HauntFreaks	1.0.4	19-05-2018	skatebll	FALSE	
Skateboard (Inder 1980)		SS	VPX	JPSalas, Akiles50000, Perimaton, Inderman, Gaston, Mfuegemann, Kiwi, Rajo Joey, Pmax65	1.1.0	10-01-2020	skatebrd	FALSE	
Skipper (Gottlieb 1969)		EM	VPX	Loserman76, GNance	1.0	21-06-2019		FALSE	
Skittles (Original 2019)		EM	VPX	Segovia11, Joseph Gofton	1.12	17-01-2020		FALSE	
Sky Jump (Gottlieb 1974)		EM	VPX	Loserman76, GNance, Arngrim, JPSalas, Pinuck, HauntFreaks, BorgDog	1.0b	25-12-2017		FALSE	
Skyrocket (Bally 1971)		EM	VPX	Rosve	1.02	05-07-2019		FALSE	
Slick Chick (Gottlieb 1963)		EM	VPX	Loserman76, GNance, Arngrim, JPSalas, Pinuck, HauntFreaks, BorgDog	1.0b	31-12-2017		FALSE	
Smart Set (Williams 1969)		EM	VPX	Loserman76, kees	1.0	15-08-2015		FALSE	
Smart Set Redux (Williams 1969)	Remake of Smart Set (Williams 1969)	EM	VPX	Drybonz	1.2	11-10-2016		FALSE	
Smurfette (Original 2016)		SS	VPX	JPSalas, Borgdog, HauntFreaks, Arngrim	1.2.1	07-01-2017		FALSE	
Snake Machine (Taito do Brasil 1982)		SS	VPX	JPSalas, Carlos Guizzo, Akiles5000, Pmax65	2.0.0	13-12-2019	snake	FALSE	
Snow Derby (Gottlieb 1970)		EM	VPX	Loserman76, GNance, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	1.0b	02-01-2018		FALSE	
Snow Queen (Gottlieb 1970)		EM	VPX	Loserman76, GNance, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	1.0b	02-01-2018		FALSE	
Soccer (Gottlieb 1975)		EM	VPX	Loserman76, Tamoore, Wildman	1.0b	27-08-2018		FALSE	
Solar City (Gottlieb 1977)		EM	VPX	Loserman76, Greywolf, GNance, Popotte, Noah Fentz, Wildman	1.0b	27-08-2018		FALSE	
Solar Ride (Gottlieb 1979)		SS	VPX	Jferio, J Crouch, 32assassin	1.2	21-08-2017	solaride	FALSE	
Solar Ride (Gottlieb 1979)		SS	VPX	BorgDog, HauntFreaks, Sliderpoint, nFozzy, Toxie, Fuzzel, Jferio	1.0	17-09-2017	solaride	FALSE	
Solar Sailor (Original 2016)		SS	VPX	Magicburrito	1.0	02-09-2016		FALSE	
Solids N Stripes (Williams 1971)		EM	VPX	Loserman76, HauntFreaks, BorgDog, GNance, JPSalas, Pinuck, Arngrim	1.0	24-04-2018		FALSE	
Solitaire (Gottlieb 1967)		EM	VPX	Loserman76, GNance	1.0	07-04-2019		FALSE	
Sonic The Hedgehog (Original 2005)	Same as Sonic The Hedgehog 2 (Original 2015) but with UltraDMD	SS	VPX	Dcrosby, Brendan Bailey, Javier1515	1.10	23-05-2019		FALSE	
Sonic The Hedgehog 2 (Original 2005)	Future Pinball conversion of Brendan Bailey's The Hedgehog 2 (2005)	SS	VPX	Javier, Brendan Bailey	1.01	04-05-2019		FALSE	
Sons Of Anarchy (Original 2019)	MOD of Metal Slug (Original 2017)	SS	VPX	ALDiode, Javier, Pinwizkid, Arngrim	1.2	09-03-2019		FALSE	
Sorcerer (Williams 1985)		SS	VPX	JPSalas, Slamt1lt, Scott Harvey, Carlos Gizzo, Herweh	1.0.0	30-05-2018	sorcr_l1	FALSE	
Soul Reaver (Original 2019)	Graphics and Sound MOD of JPSalas's Titan (Taito do Brasil 1982)	SS	VPX	Delta23, Siggi, JPSalas, Thalamus, Wildman	Release	25-10-2019	titan	FALSE	
South Park (Sega 1999)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Knorr	1.2 FSS Rev. R2.5	19-11-2018		FALSE	
South Park (Sega 1999)		SS	VPX	Knorr	1.2	06-05-2016		FALSE	
Space Cadet (Microsoft 1995)	Remake of 3D Pinball for Windows: Space Cadet (Microsoft 1995)	SS	VPX	Freneticamnesic	022118a	22-02-2018		FALSE	
Space Invaders (Bally 1980)		SS	VPX	JPSalas, Hanzoverfist, Carlos Guizzo, Josealex	1.0.1	11-09-2019	spaceinb	FALSE	
Space Invaders (Bally 1980)	FSS (Full Single Screen) MOD and also regular Fullscreen Table	SS	VPX	Arconovum, UncleWilly, HauntFreaks, BorgDog	1.03	09-10-2017	spaceinb	FALSE	
Space Orbit (Gottlieb 1972)		EM	VPX	Loserman76	1.0	28-04-2019		FALSE	
Space Patrol (Taito do Brasil 1978)		EM	VPX	JPSalas, Editoy, Carlos Guizzo	2.0.0	13-12-2019		FALSE	
Space Shuttle (Taito do Brasil 1984)		SS	VPX	JPSalas, Carlos Guizzo, DanielZ, Editoy, Sepeteus, Pmax65	2.0.0	13-12-2019	sshuttle	FALSE	
Space Shuttle (Williams 1984)		SS	VPX	Bord, nFozzy, Rothbauerw, Gtxjoe	1.0c	30-08-2019	sshtl_l7	FALSE	
Space Shuttle (Williams 1984)		SS	VPX	Pinball58	1.1	19-03-2019	sshtl_l7	FALSE	
Space Station (Williams 1987)		SS	VPX	nFozzy, Max, Knorr, Clark Kent, Toxie	1.21	21-01-2018	spstn_l5	FALSE	
Space Station - VR Room (Williams 1987)	VR Version, VPVR, VR Room	SS	VPX	Rawd, nFozzy, Hmueck, Knorr, Clark Kent, 3rdaxis, Rascal, Steely, Loafer, Randy Davis, Caligula	1.0.0	19-01-2020	spstn_l5	FALSE	
Space Time (Bally 1972)		EM	VPX	Bord, Rothbauerw, Manples, HauntFreaks	1.0	22-06-2018		FALSE	
Space Walk (Gottlieb 1979)		EM	VPX	BorgDog	2.0	08-03-2017		FALSE	
Spanish Eyes (Williams 1972)	FSS (Full Single Screen) MOD	EM	VPX	Arconovum, Bord	2.0 FSS Rev. R2.5	18-11-2018		FALSE	
Spanish Eyes (Williams 1972)		EM	VPX	Jbg4208, BorgDog, Popette, HauntFreaks	1.5	22-11-2016		FALSE	
Spanish Eyes (Williams 1972)	MOD	EM	VPX	Bord, Jbg4208, BorgDog, Popette, HauntFreaks	1.1a	05-06-2019		FALSE	
Spectrum (Bally 1982)		SS	VPX	32assassin	1.0	22-03-2017	spectru4	FALSE	
Spectrum (Bally 1982)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, 32assassin	1.0 FSS Rev. R2.5	20-01-2019	spectru4	FALSE	
Speed Racer (Original 2017)	Reskin of Jungle Princess (Gottlieb 1977)	EM	VPX	Hursty	1.0	04-09-2018		FALSE	
Speed Test (Taito do Brasil 1982)		SS	VPX	Jpsalas, Carlos Guizzo, Akiles50000, Pmax65	2.0.0	13-12-2019	stest	FALSE	
Spider-Man (Stern 2007)		SS	VPX	Alessio	3.0	10-01-2018	sman_261	FALSE	
Spider-Man (Stern 2007)		SS	VPX	Ninuzzu, 85Vett, Alessio, Dark, Zany, Javier1515, JPSalas, Gtxjoe, Shoopity	1.1	24-01-2016	sman_261	FALSE	
Spider-Man - VR Room (Stern 2007)	VR Version, VPVR, VR Room	SS	VPX	Senseless, Alessio, 3rdaxis, Stuzza, Caligula	1.0	24-12-2019	sman_261	FALSE	
Spider-Man (Vault Edition) (Stern 2016)		SS	VPX	Alessio	2.2		smanve_101	FALSE	
Spin Out (Gottlieb 1975)		EM	VPX	Loserman76, GreyWolf, GNance, Arngrim, JPSalas, Pinuck, HauntFreaks, BorgDog, Pbecker1946	1.0a	25-12-2017		FALSE	
Spin Wheel (Gottlieb 1968)		EM	VPX	Loserman76, Bord	1.0d	14-12-2018		FALSE	
Spin-A-Card (Gottlieb 1969)		EM	VPX	Loserman76, GNance, Arngrim, JPSalas, Pinuck, HauntFreaks, BorgDog	1.0a	25-12-2017		FALSE	
Spirit (Gottlieb 1982)		SS	VPX	Dozer, Luvthatapex, Moonchild, Destruk	1.4	15-06-2018	spirit	FALSE	
Spirit of 76 (Gottlieb 1975)		EM	VPX	Loserman76, Allknowing2012, Wildman	1.0	17-01-2018		FALSE	
Spot A Card (Gottlieb 1960)		EM	VPX	Loserman76	1.0	05-03-2019		FALSE	
Spot Pool (Gottlieb 1976)		EM	VPX	Loserman76, GNance	1.0	08-06-2019		FALSE	
Spring Break (Gottlieb 1987)		SS	VPX	Balater	1.02	25-10-2019	sprbreak	FALSE	
Spy Hunter (Bally 1984)		SS	VPX	32assassin	1.4	06-09-2016	spyhuntr	FALSE	
Star Gazer (Stern 1980)		SS	VPX	Daryl	1.0	25-03-2016	stargzr	FALSE	
Star Gazer (Stern 1980)	Siggis MOD	SS	VPX	Siggi, Allknowing	1.0	20-03-2019	stargzr	FALSE	
Star Mission (Durham 1977)		EM	VPX	Onemanproject, Gtxjoe	1.3	16-11-2019		FALSE	
Star Race (Gottlieb 1980)		SS	VPX	Balater	1.10	25-08-2019	starrace	FALSE	
Star Trek (Bally 1979)		SS	VPX	Rothbauerw, JPSalas, Wrd1972, 32assassin, Popotte, HauntFreaks, nFozzy, Ninuzzu, HMLF	1.4.2	15-07-2017	startreb	FALSE	
Star Trek (Bally 1979)	Mirror Universe MOD	SS	VPX	Gtxjoe, Rothbauerw, JPSalas, Popotte, 32assassin	1.0	25-02-2017	startreb	FALSE	
Star Trek (Gottlieb 1971)		EM	VPX	BorgDog	1.1	27-01-2016		FALSE	
Star Trek (Enterprise Limited Edition) (Stern 2013)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, nFozzy, JesperPark, ClarkKent, Wrd1972, Rothbauer, Knorr, Zany, Dark, Ninuzzu	1.0 FSS Rev. R2.5	15-11-2018	st_162h	FALSE	
Star Trek (Enterprise Limited Edition) (Stern 2013)		SS	VPX	nFozzy, JesperPark, Clark Kent, Wrd1972, Rothbauer, Zany, Dark, Knorr, Ninuzzu	1.01	01-09-2017	st_162h	FALSE	
Star Trek (Enterprise Limited Edition) (Stern 2013)	Hanibals 4k Asteroid MOD	SS	VPX	Hanibal, freneticamnesic	1.9	03-06-2017	st_162h	FALSE	
Star Trek (Enterprise Limited Edition) (Stern 2013)	Real MOD	SS	VPX	Neo	1.0	26-06-2017	st_162h	FALSE	
Star Trek 25th Anniversary (Data East 1991)		SS	VPX	32assassin, JPSalas, Grizz, Hassanchop, Bord, Borgdog	1.0.5	12-05-2019	trek_201	FALSE	
Star Trek The Next Generation (Williams 1993)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Knorr, ClarkKent	1.2 FSS Rev. R2.5	16-11-2018	sttng_l7	FALSE	
Star Trek The Next Generation (Williams 1993)		SS	VPX	Knorr, ClarkKent, Mjr, Zany, Ninuzzo, Flupper, Arngrim, Fuzzel, Toxie, CalleV, Rothbauer	1.4.1	06-09-2019	sttng_l7	FALSE	
Star Trek The Next Generation (Williams 1993)	Toy MOD	SS	VPX	Delta6014, Knorr, ClarkKent	1.4b	13-12-2019	sttng_l7	FALSE	
Star Trek The Next Generation (Williams 1993)	Surround Sound MOD	SS	VPX	RustyCardores, Knorr	1.2, 1.1	16-12-2017	sttng_l7	FALSE	
Star Wars (Data East 1992)	DE Graphics MOD	SS	VPX	Delta6014, DJRobX	1.0	02-08-2019	stwr_a14	FALSE	
Star Wars (Data East 1992)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Dids666, DjRobX, Neo, nFozzy, Flupper1, Dark, Ninuzzu, Draifet, Alistaircg	1.0 FSS Rev. R2.5	15-11-2018	stwr_a14	FALSE	
Star Wars (Data East 1992)		SS	VPX	Dids666, DJRobX, Neo, nFozzy, Flupper, Dark, Ninuzzu, Draifet, Alistaircg	1.5.1	24-05-2018	stwr_a14	FALSE	
Star Wars (Original 1978)		SS	VPX	BorgDog	1.2	26-07-2016		FALSE	
Star Wars (Sonic 1987)		SS	VPX	Mfuegemann, Akiles5000, Tab, Dark, GtxJoe	1.1	13-04-2018	sonstwar	FALSE	
Star Wars - Battle Of Endor (Original 2019)	Manowar (Original 2019) MOD	SS	VPX	Shamrock1980, Siggi, JPSalas	1.1	30-07-2019	alpok_l6	FALSE	
Star Wars - The Empire Strikes Back (Hankin 1980)		SS	VPX	32assassin, Francisco666, Arngrim	1.4	04-01-2018		FALSE	
Star Wars - The Empire Strikes Back (Hankin 1980)	FlasherSoundMOD	SS	VPX	Xenonph, 32assassin, Francisco666, Arngrim, Flupper, , Thalamus, Allknowing2012, Gtxjoe, DjRobX, Stat, nFozzy. Slydog43	2.3	14-11-2018		FALSE	
Star Wars Redux (Original 2019)		SS	VPX	Borgdog, HauntFreaks, Sliderpoint, Bord, Rothbauerw	1.0	25-01-2019		FALSE	
Star Wars Trilogy (Sega 1997)		SS	VPX	32assassin, Fuzzel	.999	05-02-2019	swtril43	FALSE	
Star Wars Trilogy (Sega 1997)	Hanibals 4k MOD	SS	VPX	Hanibal, JPSalas	1.6	04-02-2017	swtril43	FALSE	
Stars (Stern 1978)		SS	VPX	32assassin, Francisco666	0.9.0.3	16-09-2019	stars	FALSE	
Stellar Airship (Geiger 1979)		SS	VPX	Tom, Tab, ScottyVH, Thalamus, Mlager8, Randr	1.0	12-01-2020		FALSE	
Stephen King's Children of the Corn (Original 2019)	Retheme of 32assassin's Time Fantasy (Williams 1983)	SS	VPX	Ivantba, 32assassin	1.0	01-07-2019	tmfnt_l5	FALSE	
Stephen King's Pet Sematary (Original 2019)	Retheme of Bord's Dracula (Stern 1979)	SS	VPX	Ivantba, Bord	1.0	17-05-2019	dracula	FALSE	
Stephen King's Sleepwalkers (Original 2019)	Retheme of JPSalas's Shark (Taito do Brasil 1982)	SS	VPX	Ivantba, JPSalas, MajorFrenchy	1.0	04-10-2019	sharkt	FALSE	
Stephen King's The Running Man (Original 2019)	Retheme of JPSalas's Cheetah (Stern 1980)	SS	VPX	Ivantba, JPSalas	1.0	28-01-2020	cheetah	FALSE	
Still Crazy (Williams 1984)		SS	VPX	Mfuegemann	1.1	06-10-2019	scrzy_l1	FALSE	
Stingray (Stern 1977)		SS	VPX	Bord, Cryptdoctor21, 32assassin, nFozzy, Rothbauerw	1.0	22-11-2019		FALSE	
Stingray (Stern 1977)		SS	VPX	32assassin, Cryptdoctor21, Francisco666	1.0.1	09-10-2019	stingray	FALSE	
Stock Car (Gottlieb 1970)		EM	VPX	Loserman76, Dazz, Bord	1.0	09-11-2018		FALSE	
Straight Flush (Williams 1970)		EM	VPX	JPSalas, Stat, Bigus1	1.0.1	01-02-2020		FALSE	
Strange Science (Bally 1986)		SS	VPX	AgentEighty6, BrandonLaw, Bord, Destruk, Jturner, nFozzy, Flupper, Ninuzzu, Bigus1	1.0.2	22-01-2020	strngsci	FALSE	
Strange World (Gottlieb 1978)		EM	VPX	Loserman76, Humid, Wildman, JPSalas	1.0	11-12-2018		FALSE	
Strange World (Gottlieb 1978)	FSS (Full Single Screen) MOD	EM	VPX	Arconovum	1.0 FSS Rev. R2.5	11-02-2019		FALSE	
Stranger Things - Stranger Edition (Original 2018)		SS	VPX	Scottywic, Scottywic's wife, Nailbuster, TerryRed, TomTower, Ninuzzu, DjRobX, JPSalas, Flupper, Lauminet, Jrsprad, Stat, HauntFreaks, Ryan H	1.42	02-01-2019		FALSE	
Street Fighter II (Gottlieb 1993)		SS	VPX	Roccodimarco, JPSalas, Teppotee, DarthMarino	1.2	30-10-2018	sfight2	FALSE	
Streets Of Rage (Original 2018)	Retheme of Metal Slug (Original 2017)	SS	VPX	Ivantba, Pinwizkid	1.3	28-01-2020		FALSE	
Strike Master (Williams 1991)	Arcade - Bowler	SS	VPX	Rascal, Wildman	1.0	11-09-2019	strik_l4	FALSE	
Strike Zone (Williams 1984)	Arcade - Bowler	SS	VPX	Rascal	1.0	27-09-2019	szone_l5	FALSE	
Striker (Gottlieb 1982)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Kalavera3, 32assassin	1.1 FSS Rev. R2.5	16-11-2018	striker	FALSE	
